lvl;url;name
1;https://www.livelib.ru/genre/Военное-дело;Военное дело;152
1;https://www.livelib.ru/genre/Гуманитарные-и-общественные-науки;Гуманитарные и общественные науки;533111
2;https://www.livelib.ru/genre/Иностранные-языки;Иностранные языки;34823
3;https://www.livelib.ru/genre/Английский-язык;Английский язык;19021
3;https://www.livelib.ru/genre/Иностранные-языки;Иностранные языки;34823
3;https://www.livelib.ru/genre/Испанский-язык;Испанский язык;1525
3;https://www.livelib.ru/genre/Итальянский-язык;Итальянский язык;484
3;https://www.livelib.ru/genre/Немецкий-язык;Немецкий язык;4106
3;https://www.livelib.ru/genre/Польский-язык;Польский язык;126
3;https://www.livelib.ru/genre/Русский-язык-как-иностранный;Русский язык как иностранный;2575
3;https://www.livelib.ru/genre/Французский-язык;Французский язык;2867
2;https://www.livelib.ru/genre/История;История;85483
3;https://www.livelib.ru/genre/Археология;Археология;1483
3;https://www.livelib.ru/genre/Всемирная-история;Всемирная история;24425
3;https://www.livelib.ru/genre/История-древнего-мира;История Древнего мира;2000
3;https://www.livelib.ru/genre/История-россии;История России;28714
3;https://www.livelib.ru/genre/История-средних-веков;История Средних веков;1229
3;https://www.livelib.ru/genre/Источниковедение;Источниковедение;2395
3;https://www.livelib.ru/genre/Новейшая-история;Новейшая история;616
3;https://www.livelib.ru/genre/Новое-время;Новое время;769
3;https://www.livelib.ru/genre/Общая-история;Общая история;495
3;https://www.livelib.ru/genre/Первобытное-общество;Первобытное общество;70
3;https://www.livelib.ru/genre/Этнография;Этнография;4633
2;https://www.livelib.ru/genre/Книги-по-психологии;Книги по психологии;41942
3;https://www.livelib.ru/genre/Возрастная-психология;Возрастная психология;548
3;https://www.livelib.ru/genre/Детская-психология;Детская психология;1794
3;https://www.livelib.ru/genre/Зарубежная-психология;Зарубежная психология;1132
3;https://www.livelib.ru/genre/История-психологии;История психологии;177
3;https://www.livelib.ru/genre/Классики-психологии;Классики психологии;3848
3;https://www.livelib.ru/genre/Общая-психология;Общая психология;12938
3;https://www.livelib.ru/genre/Основы-психологии;Основы психологии;1560
3;https://www.livelib.ru/genre/Отраслевая-психология;Отраслевая психология;2065
3;https://www.livelib.ru/genre/Практическая-психология;Практическая психология;9000
4;https://www.livelib.ru/genre/Клиническая-психология;Клиническая психология;6
4;https://www.livelib.ru/genre/Нлп;НЛП;57
4;https://www.livelib.ru/genre/Психоанализ;Психоанализ;807
4;https://www.livelib.ru/genre/Психологическая-консультация;Психологическая консультация;137
4;https://www.livelib.ru/genre/Психологическая-практика;Психологическая практика;474
4;https://www.livelib.ru/genre/Психологические-тренинги;Психологические тренинги;11
4;https://www.livelib.ru/genre/Психотерапия;Психотерапия;1795
3;https://www.livelib.ru/genre/Прикладная-психология;Прикладная психология;6345
4;https://www.livelib.ru/genre/Нейропсихология;Нейропсихология;133
4;https://www.livelib.ru/genre/О-психологии-популярно;О психологии популярно;6174
4;https://www.livelib.ru/genre/Статистика-в-психологии;Статистика в психологии;4
4;https://www.livelib.ru/genre/Учебники-по-психологии;Учебники по психологии;5
3;https://www.livelib.ru/genre/Психология-управления;Психология управления;1159
3;https://www.livelib.ru/genre/Саморазвитие-личностный-рост;Саморазвитие, личностный рост;4223
3;https://www.livelib.ru/genre/Семья-брак-сексология;Семья, брак, сексология;2315
3;https://www.livelib.ru/genre/Состояния-и-явления-психики;Состояния и явления психики;5
3;https://www.livelib.ru/genre/Социальная-психология;Социальная психология;2078
3;https://www.livelib.ru/genre/Соционика;Соционика;63
2;https://www.livelib.ru/genre/Культура-и-просвещение;Культура и просвещение;9395
3;https://www.livelib.ru/genre/Архивное-дело;Архивное дело;1
3;https://www.livelib.ru/genre/Библиография;Библиография;1638
3;https://www.livelib.ru/genre/Издательское-дело;Издательское дело;641
3;https://www.livelib.ru/genre/Музейное-дело;Музейное дело;364
3;https://www.livelib.ru/genre/Памятники-истории-и-культуры;Памятники истории и культуры;7
3;https://www.livelib.ru/genre/Сми;СМИ;4604
3;https://www.livelib.ru/genre/Физкультура-и-спорт;Физкультура и спорт;2457
2;https://www.livelib.ru/genre/Культурология;Культурология;30041
2;https://www.livelib.ru/genre/Педагогика;Педагогика;31348
2;https://www.livelib.ru/genre/Политика;Политика;39264
3;https://www.livelib.ru/genre/Внешняя-политика;Внешняя политика;135
3;https://www.livelib.ru/genre/Внутренняя-политика;Внутренняя политика;19
3;https://www.livelib.ru/genre/История-политических-учений;История политических учений;1
3;https://www.livelib.ru/genre/Национальная-политика;Национальная политика;3
3;https://www.livelib.ru/genre/Политология;Политология;14091
3;https://www.livelib.ru/genre/Современное-политическое-положение;Современное политическое положение;1
2;https://www.livelib.ru/genre/Социология;Социология;33930
2;https://www.livelib.ru/genre/Филология;Филология;142973
3;https://www.livelib.ru/genre/Литературоведение;Литературоведение;13860
3;https://www.livelib.ru/genre/Ораторское-искусство-риторика;Ораторское искусство, риторика;1374
3;https://www.livelib.ru/genre/Языкознание;Языкознание;128295
2;https://www.livelib.ru/genre/Философия;Философия;30031
3;https://www.livelib.ru/genre/История-философии;История философии;2217
3;https://www.livelib.ru/genre/Книги-по-философии;Книги по философии;2276
3;https://www.livelib.ru/genre/Логика;Логика;698
3;https://www.livelib.ru/genre/Метафизика;Метафизика;1
3;https://www.livelib.ru/genre/Социальная-философия;Социальная философия;381
3;https://www.livelib.ru/genre/Эстетика;Эстетика;842
3;https://www.livelib.ru/genre/Этика;Этика;697
2;https://www.livelib.ru/genre/Экономика;Экономика;32613
3;https://www.livelib.ru/genre/Внешнеэкономическая-деятельность;Внешнеэкономическая деятельность;1105
3;https://www.livelib.ru/genre/История-экономики;История экономики;1217
3;https://www.livelib.ru/genre/История-экономических-учений;История экономических учений;13
3;https://www.livelib.ru/genre/Книги-по-экономике;Книги по экономике;3742
3;https://www.livelib.ru/genre/Макроэкономика;Макроэкономика;848
3;https://www.livelib.ru/genre/Микроэкономика;Микроэкономика;424
3;https://www.livelib.ru/genre/Мировая-экономика;Мировая экономика;12
3;https://www.livelib.ru/genre/Общая-экономическая-теория;Общая экономическая теория;1423
3;https://www.livelib.ru/genre/Отраслевая-и-межотраслевая-экономика;Отраслевая и межотраслевая экономика;395
3;https://www.livelib.ru/genre/Управление-экономикой;Управление экономикой;1
3;https://www.livelib.ru/genre/Экономическая-география;Экономическая география;1
3;https://www.livelib.ru/genre/Экономическая-статистика;Экономическая статистика;2250
3;https://www.livelib.ru/genre/Экономический-анализ;Экономический анализ;542
2;https://www.livelib.ru/genre/Юридическая-литература;Юридическая литература;49228
3;https://www.livelib.ru/genre/Адвокатура;Адвокатура;1548
3;https://www.livelib.ru/genre/Административное-право;Административное право;779
3;https://www.livelib.ru/genre/Арбитражное-процессуальное-право;Арбитражное процессуальное право;5
3;https://www.livelib.ru/genre/Военное-право;Военное право;121
3;https://www.livelib.ru/genre/Гражданское-право;Гражданское право;2015
3;https://www.livelib.ru/genre/Гражданское-процессуальное-право;Гражданское процессуальное право;275
3;https://www.livelib.ru/genre/Законы-нормативные-акты;Законы, нормативные акты;6844
4;https://www.livelib.ru/genre/Документы-жалобы-образцы;Документы, жалобы, образцы;306
4;https://www.livelib.ru/genre/Законы-и-постановления;Законы и постановления;27
4;https://www.livelib.ru/genre/Конституция-и-кодексы-рф;Конституция и кодексы РФ;6397
5;https://www.livelib.ru/genre/Арбитражный-процессуальный-кодекс-рф;Арбитражный процессуальный кодекс РФ;236
5;https://www.livelib.ru/genre/Бюджетный-кодекс-рф;Бюджетный кодекс РФ;129
5;https://www.livelib.ru/genre/Гражданский-кодекс-рф;Гражданский кодекс РФ;674
5;https://www.livelib.ru/genre/Гражданский-процессуальный-кодекс-рф;Гражданский процессуальный кодекс РФ;77
5;https://www.livelib.ru/genre/Жилищный-кодекс-рф;Жилищный кодекс РФ;787
5;https://www.livelib.ru/genre/Земельный-кодекс-рф;Земельный кодекс РФ;249
5;https://www.livelib.ru/genre/Кодекс-рф-об-административных-правонарушениях;Кодекс РФ об административных правонарушениях;312
5;https://www.livelib.ru/genre/Налоговый-кодекс-рф;Налоговый кодекс РФ;282
5;https://www.livelib.ru/genre/Сборник-кодексов-рф;Сборник кодексов РФ;44
5;https://www.livelib.ru/genre/Семейный-кодекс-рф;Семейный кодекс РФ;258
5;https://www.livelib.ru/genre/Таможенный-кодекс-рф;Таможенный кодекс РФ;61
5;https://www.livelib.ru/genre/Трудовой-кодекс-рф;Трудовой кодекс РФ;414
5;https://www.livelib.ru/genre/Уголовно-исполнительный-кодекс-рф;Уголовно-исполнительный кодекс РФ;56
5;https://www.livelib.ru/genre/Уголовно-процессуальный-кодекс-рф;Уголовно-процессуальный кодекс РФ;83
5;https://www.livelib.ru/genre/Уголовный-кодекс-рф;Уголовный кодекс РФ;783
4;https://www.livelib.ru/genre/Нормативно-правовые-акты;Нормативно-правовые акты;427
3;https://www.livelib.ru/genre/Земельное-право;Земельное право;286
3;https://www.livelib.ru/genre/История-права;История права;4201
3;https://www.livelib.ru/genre/Коммерческое-право;Коммерческое право;325
3;https://www.livelib.ru/genre/Конституционное-право;Конституционное право;696
3;https://www.livelib.ru/genre/Криминалистика;Криминалистика;604
3;https://www.livelib.ru/genre/Криминология;Криминология;361
3;https://www.livelib.ru/genre/Международное-право;Международное право;1399
3;https://www.livelib.ru/genre/Муниципальное-право;Муниципальное право;279
3;https://www.livelib.ru/genre/Налоговое-право;Налоговое право;140
3;https://www.livelib.ru/genre/Органы-юстиции;Органы юстиции;555
3;https://www.livelib.ru/genre/Правоведение;Правоведение;333
3;https://www.livelib.ru/genre/Предпринимательское-право;Предпринимательское право;1637
3;https://www.livelib.ru/genre/Семейное-право;Семейное право;203
3;https://www.livelib.ru/genre/Страховое-право;Страховое право;203
3;https://www.livelib.ru/genre/Судебное-право;Судебное право;437
3;https://www.livelib.ru/genre/Таможенное-право;Таможенное право;114
3;https://www.livelib.ru/genre/Теория-государства-и-права;Теория государства и права;1155
3;https://www.livelib.ru/genre/Трудовое-право;Трудовое право;990
3;https://www.livelib.ru/genre/Уголовно-процессуальное-право;Уголовно-процессуальное право;501
3;https://www.livelib.ru/genre/Уголовное-право;Уголовное право;1791
3;https://www.livelib.ru/genre/Финансовое-право;Финансовое право;424
3;https://www.livelib.ru/genre/Юриспруденция;Юриспруденция;28809
2;https://www.livelib.ru/genre/Русский-язык;Гуманитарные и общественные науки;533111
1;https://www.livelib.ru/genre/Естественные-науки;Естественные науки;95583
2;https://www.livelib.ru/genre/Астрономия;Астрономия;8800
2;https://www.livelib.ru/genre/Биология;Биология;26543
3;https://www.livelib.ru/genre/Анатомия-и-физиология;Анатомия и физиология;1965
3;https://www.livelib.ru/genre/Антропология;Антропология;2633
3;https://www.livelib.ru/genre/Биохимия;Биохимия;1
3;https://www.livelib.ru/genre/Ботаника;Ботаника;2152
3;https://www.livelib.ru/genre/Вирусология;Вирусология;842
3;https://www.livelib.ru/genre/Генетика;Генетика;51
3;https://www.livelib.ru/genre/Зоология;Зоология;3088
3;https://www.livelib.ru/genre/Микробиология;Микробиология;5
3;https://www.livelib.ru/genre/Нейробиология;Нейробиология;50
3;https://www.livelib.ru/genre/Общая-биология;Общая биология;9749
3;https://www.livelib.ru/genre/Палеонтология;Палеонтология;11
2;https://www.livelib.ru/genre/Естествознание;Естествознание;544
2;https://www.livelib.ru/genre/Математика;Математика;23703
2;https://www.livelib.ru/genre/Механика;Механика;2233
2;https://www.livelib.ru/genre/Науки-о-земле;Науки о Земле;13175
3;https://www.livelib.ru/genre/География;География;10455
3;https://www.livelib.ru/genre/Геодезия;Геодезия;248
3;https://www.livelib.ru/genre/Геология;Геология;1984
2;https://www.livelib.ru/genre/Физика;Физика;13937
2;https://www.livelib.ru/genre/Химия;Химия;8104
3;https://www.livelib.ru/genre/Аналитическая-химия;Аналитическая химия;235
3;https://www.livelib.ru/genre/Биохимия;Биохимия;1
3;https://www.livelib.ru/genre/Органическая-химия;Органическая химия;655
3;https://www.livelib.ru/genre/Фармация;Фармация;2
2;https://www.livelib.ru/genre/Экология;Экология;7002
1;https://www.livelib.ru/genre/Задачники;Задачники;2
1;https://www.livelib.ru/genre/Зарубежная-образовательная-литература;Зарубежная образовательная литература;2353
1;https://www.livelib.ru/genre/Медицина-здравоохранение;Медицина, здравоохранение;58526
2;https://www.livelib.ru/genre/Акушерство-и-гинекология;Акушерство и гинекология;1796
2;https://www.livelib.ru/genre/Вирусология;Вирусология;842
2;https://www.livelib.ru/genre/Гастроэнтерология;Гастроэнтерология;673
2;https://www.livelib.ru/genre/Генетика;Генетика;51
2;https://www.livelib.ru/genre/Геронтология;Геронтология;2
2;https://www.livelib.ru/genre/Гигиена;Гигиена;192
2;https://www.livelib.ru/genre/Дерматология;Дерматология;823
2;https://www.livelib.ru/genre/Кардиология;Кардиология;1353
2;https://www.livelib.ru/genre/Клиническая-медицина;Клиническая медицина;4038
2;https://www.livelib.ru/genre/Медицина;Медицина;20690
2;https://www.livelib.ru/genre/Микробиология;Микробиология;5
2;https://www.livelib.ru/genre/Наркология;Наркология;378
2;https://www.livelib.ru/genre/Неврология;Неврология;1266
2;https://www.livelib.ru/genre/Нейробиология;Нейробиология;50
2;https://www.livelib.ru/genre/Онкология;Онкология;1430
2;https://www.livelib.ru/genre/Ортопедия-и-травматология;Ортопедия и травматология;863
2;https://www.livelib.ru/genre/Офтальмология;Офтальмология;528
2;https://www.livelib.ru/genre/Паразитология;Паразитология;2
2;https://www.livelib.ru/genre/Педиатрия-и-неонатология;Педиатрия и неонатология;1810
2;https://www.livelib.ru/genre/Прикладные-отрасли-медицины;Прикладные отрасли медицины;1118
2;https://www.livelib.ru/genre/Психиатрия;Психиатрия;1253
2;https://www.livelib.ru/genre/Реаниматология;Реаниматология;2
2;https://www.livelib.ru/genre/Стоматология;Стоматология;2453
2;https://www.livelib.ru/genre/Токсикология;Токсикология;86
2;https://www.livelib.ru/genre/Урология-и-нефрология;Урология и нефрология;514
2;https://www.livelib.ru/genre/Фармакология;Фармакология;4170
2;https://www.livelib.ru/genre/Фармация;Фармация;2
2;https://www.livelib.ru/genre/Фтизиатрия-и-пульмонология;Фтизиатрия и пульмонология;1
2;https://www.livelib.ru/genre/Хирургия;Хирургия;2758
2;https://www.livelib.ru/genre/Эндокринология;Эндокринология;865
1;https://www.livelib.ru/genre/Методички-учебно-методические-пособия;Методички (учебно-методические пособия);52
1;https://www.livelib.ru/genre/Монографии;Монографии;89
1;https://www.livelib.ru/genre/Научно-популярная-литература;Научно-популярная литература;18027
1;https://www.livelib.ru/genre/Научные-труды;Научные труды;38
2;https://www.livelib.ru/genre/Материалы-конференции;Материалы конференции;3
1;https://www.livelib.ru/genre/Прочая-образовательная-литература;Прочая образовательная литература;19059
1;https://www.livelib.ru/genre/Сельское-и-лесное-хозяйство;Сельское и лесное хозяйство;9387
2;https://www.livelib.ru/genre/Агрохимия;Агрохимия;1
2;https://www.livelib.ru/genre/Ветеринария;Ветеринария;8916
2;https://www.livelib.ru/genre/Животноводство;Животноводство;4
2;https://www.livelib.ru/genre/Лесное-хозяйство;Лесное хозяйство;2
2;https://www.livelib.ru/genre/Растениеводство;Растениеводство;16
1;https://www.livelib.ru/genre/Технические-науки;Технические науки;139299
2;https://www.livelib.ru/genre/Горное-дело;Горное дело;1130
2;https://www.livelib.ru/genre/Информатика-и-вычислительная-техника;Информатика и вычислительная техника;2856
2;https://www.livelib.ru/genre/Конструкции;Конструкции;1
2;https://www.livelib.ru/genre/Легкая-промышленность;Легкая промышленность;1097
2;https://www.livelib.ru/genre/Материаловедение;Материаловедение;885
2;https://www.livelib.ru/genre/Машиностроение;Машиностроение;4684
2;https://www.livelib.ru/genre/Основы-производства;Основы производства;2
2;https://www.livelib.ru/genre/Пищевая-промышленность;Пищевая промышленность;1255
3;https://www.livelib.ru/genre/Гигиена;Гигиена;192
3;https://www.livelib.ru/genre/Пищевое-производство;Пищевое производство;6
2;https://www.livelib.ru/genre/Приборостроение;Приборостроение;1
2;https://www.livelib.ru/genre/Промышленность;Промышленность;1290
2;https://www.livelib.ru/genre/Радиоэлектроника;Радиоэлектроника;7678
3;https://www.livelib.ru/genre/Автоматика-и-телемеханика;Автоматика и телемеханика;2700
3;https://www.livelib.ru/genre/Кибернетика;Кибернетика;16
3;https://www.livelib.ru/genre/Радиотехника;Радиотехника;2606
3;https://www.livelib.ru/genre/Электроника;Электроника;634
2;https://www.livelib.ru/genre/Строительство;Строительство;4233
3;https://www.livelib.ru/genre/Архитектурные-конструкции;Архитектурные конструкции;597
3;https://www.livelib.ru/genre/Строительные-конструкции;Строительные конструкции;4
3;https://www.livelib.ru/genre/Строительные-материалы;Строительные материалы;145
2;https://www.livelib.ru/genre/Техническая-литература;Техническая литература;97845
2;https://www.livelib.ru/genre/Технологии-металлов;Технологии металлов;1167
3;https://www.livelib.ru/genre/Металлургия;Металлургия;1167
2;https://www.livelib.ru/genre/Транспорт;Транспорт;12173
3;https://www.livelib.ru/genre/Автотранспорт;Автотранспорт;4807
3;https://www.livelib.ru/genre/Водный-транспорт;Водный транспорт;1490
3;https://www.livelib.ru/genre/Воздушный-транспорт;Воздушный транспорт;2619
3;https://www.livelib.ru/genre/Городской-транспорт;Городской транспорт;1
3;https://www.livelib.ru/genre/Железнодорожный-транспорт;Железнодорожный транспорт;617
3;https://www.livelib.ru/genre/Космический-транспорт;Космический транспорт;10
3;https://www.livelib.ru/genre/Промышленный-транспорт;Промышленный транспорт;94
2;https://www.livelib.ru/genre/Эксплуатация-промышленного-оборудования;Эксплуатация промышленного оборудования;3385
2;https://www.livelib.ru/genre/Энергетика;Энергетика;2764
3;https://www.livelib.ru/genre/Атомная-энергетика;Атомная энергетика;1
3;https://www.livelib.ru/genre/Топливно-энергетический-комплекс;Топливно-энергетический комплекс;1
2;https://www.livelib.ru/genre/Космонавтика;Космонавтика;30
1;https://www.livelib.ru/genre/Школьные-учебники;Школьные учебники;76037
1;https://www.livelib.ru/genre/Учебники-и-пособия-для-вузов;Учебники и пособия для вузов;370
0;https://www.livelib.ru/genre/Дом-семья-хобби-и-досуг;Дом, семья, хобби и досуг;167228
1;https://www.livelib.ru/genre/Автомобили-и-пдд;Автомобили и ПДД;1463
1;https://www.livelib.ru/genre/Воспитание-детей;Воспитание детей;11017
1;https://www.livelib.ru/genre/Домашние-животные;Домашние животные;4230
1;https://www.livelib.ru/genre/Зарубежная-прикладная-литература;Зарубежная прикладная литература;2674
1;https://www.livelib.ru/genre/Изобразительное-искусство;Изобразительное искусство;12980
1;https://www.livelib.ru/genre/Интерьеры;Интерьеры;1668
1;https://www.livelib.ru/genre/Искусство-фотографии;Искусство фотографии;17958
1;https://www.livelib.ru/genre/Кулинария;Кулинария;27343
1;https://www.livelib.ru/genre/Мода-и-стиль;Мода и стиль;4534
1;https://www.livelib.ru/genre/Отдых-туризм;Отдых, туризм;2904
1;https://www.livelib.ru/genre/Охота;Охота;1031
1;https://www.livelib.ru/genre/Прикладная-литература;Прикладная литература;1
1;https://www.livelib.ru/genre/Природа-и-животные;Природа и животные;4425
1;https://www.livelib.ru/genre/Развлечения;Развлечения;9231
1;https://www.livelib.ru/genre/Рукоделие-ремесла;Рукоделие, ремесла;8187
1;https://www.livelib.ru/genre/Рыбалка;Рыбалка;964
1;https://www.livelib.ru/genre/Сад-и-огород;Сад и огород;6778
1;https://www.livelib.ru/genre/Самосовершенствование;Самосовершенствование;4663
1;https://www.livelib.ru/genre/Сделай-сам;Сделай сам;23853
1;https://www.livelib.ru/genre/Спорт-фитнес;Спорт, фитнес;16360
1;https://www.livelib.ru/genre/Хобби-увлечения;Хобби, увлечения;12748
0;https://www.livelib.ru/genre/Комиксы-манга-графические-романы;Комиксы, манга, графические романы;21363
0;https://www.livelib.ru/genre/Эзотерика;Эзотерика;39227
1;https://www.livelib.ru/genre/Астрология;Астрология;2836
1;https://www.livelib.ru/genre/Гадание-толкование-снов;Гадание, толкование снов;3934
1;https://www.livelib.ru/genre/Зарубежная-эзотерическая-литература;Зарубежная эзотерическая литература;4
1;https://www.livelib.ru/genre/Йога;Йога;3270
1;https://www.livelib.ru/genre/Магия-колдовство;Магия, колдовство;3493
1;https://www.livelib.ru/genre/Парапсихология;Парапсихология;964
1;https://www.livelib.ru/genre/Практическая-эзотерика;Практическая эзотерика;3282
1;https://www.livelib.ru/genre/Современные-религиозные-течения;Современные религиозные течения;1218
1;https://www.livelib.ru/genre/Спиритизм-пророчества-и-предсказания;Спиритизм, пророчества и предсказания;2320
1;https://www.livelib.ru/genre/Таинственные-явления;Таинственные явления;1006
1;https://www.livelib.ru/genre/Тайные-общества;Тайные общества;269
1;https://www.livelib.ru/genre/Фэн-шуй;Фэн-шуй;812
1;https://www.livelib.ru/genre/Эзотерика-оккультизм;Эзотерика, оккультизм;5339
0;https://www.livelib.ru/genre/Культура-и-искусство;Культура и искусство;107154
1;https://www.livelib.ru/genre/Архитектура;Архитектура;8089
1;https://www.livelib.ru/genre/Дизайн;Дизайн;2515
1;https://www.livelib.ru/genre/Зарубежная-литература-о-культуре-и-искусстве;Зарубежная литература о культуре и искусстве;9192
1;https://www.livelib.ru/genre/Изобразительное-искусство;Изобразительное искусство;12980
1;https://www.livelib.ru/genre/Искусство-фотографии;Искусство фотографии;17958
1;https://www.livelib.ru/genre/Искусствоведение;Искусствоведение;14259
1;https://www.livelib.ru/genre/История-искусств;История искусств;1807
1;https://www.livelib.ru/genre/Кинематограф-театр;Кинематограф, театр;9296
1;https://www.livelib.ru/genre/Критика;Критика;7559
1;https://www.livelib.ru/genre/Музеи-и-коллекции;Музеи и коллекции;5759
1;https://www.livelib.ru/genre/Музыка;Музыка;16261
1;https://www.livelib.ru/genre/Ноты;Ноты;1163
1;https://www.livelib.ru/genre/Опера-балет;Опера, балет;5230
1;https://www.livelib.ru/genre/Танцы;Танцы;93
1;https://www.livelib.ru/genre/Телевидение;Телевидение;7159
1;https://www.livelib.ru/genre/Цирк;Цирк;148
0;https://www.livelib.ru/genre/Юмористическая-литература;Юмористическая литература;15397
1;https://www.livelib.ru/genre/Анекдоты;Анекдоты;1652
1;https://www.livelib.ru/genre/Зарубежный-юмор;Зарубежный юмор;409
1;https://www.livelib.ru/genre/Юмор-и-сатира;Юмор и сатира;982
1;https://www.livelib.ru/genre/Юмористическая-проза;Юмористическая проза;6555
1;https://www.livelib.ru/genre/Юмористические-стихи;Юмористические стихи;506
1;https://www.livelib.ru/genre/Отечественный-юмор-и-сатира;Отечественный юмор и сатира;211
0;https://www.livelib.ru/genre/Религия;Религия;50018
1;https://www.livelib.ru/genre/Буддизм;Буддизм;991
2;https://www.livelib.ru/genre/Вероучения-в-буддизме;Вероучения в буддизме;108
2;https://www.livelib.ru/genre/Дзэн-буддизм;Дзэн-буддизм;134
2;https://www.livelib.ru/genre/Тибетский-буддизм;Тибетский буддизм;6
1;https://www.livelib.ru/genre/Духовная-литература;Духовная литература;1224
1;https://www.livelib.ru/genre/Зарубежная-религиозная-литература;Зарубежная религиозная литература;7
1;https://www.livelib.ru/genre/Ислам;Ислам;1198
2;https://www.livelib.ru/genre/Коран;Коран;238
2;https://www.livelib.ru/genre/Молитвы-в-исламе;Молитвы в исламе;1
1;https://www.livelib.ru/genre/Иудаизм;Иудаизм;745
1;https://www.livelib.ru/genre/Католицизм;Католицизм;902
1;https://www.livelib.ru/genre/Православие;Православие;19362
2;https://www.livelib.ru/genre/Акафисты;Акафисты;1129
2;https://www.livelib.ru/genre/Богословие;Богословие;1312
2;https://www.livelib.ru/genre/Воскресная-школа;Воскресная школа;58
2;https://www.livelib.ru/genre/Житийная-литература;Житийная литература;4078
